"product_id","user_id"
81,442
80,442
136,162
127,162
44,372
21,372
67,372
293,372
2,451
11,451
444,451
73,451
22,455
60,455
76,455
122,412
121,412
434,412
80,460
111,461
461,461
42,461
713,461
194,461
727,461
705,456
654,465
656,465
805,465
807,465
83,468
723,469
71,469
61,467
200,467
723,467
76,458
737,458
67,458
83,470
751,470
14,472
111,474
109,474
262,475
827,475
747,475
660,475
99,475
779,476
811,476
563,476
771,476
565,476
773,478
723,478
355,478
66,478
735,478
628,480
100,477
79,479
805,479
39,479
79,479
805,479
39,479
662,483
644,484
444,485
705,456
620,456
849,489
111,490
60,491
793,491
95,491
34,491
66,491
743,491
246,491
397,491
467,491
108,494
634,494
773,494
111,497
129,498
128,498
497,498
434,500
775,500
4,472
723,472
723,504
66,504
4,504
785,505
65,485
71,485
821,507
640,507
29,509
2,510
6,510
23,510
705,510
200,510
55,510
789,511
789,511
789,511
789,511
789,511
202,515
723,515
626,517
624,517
660,517
745,517
723,517
73,517
717,517
699,509
755,520
807,522
202,522
739,522
116,522
79,526
2,526
33,526
11,526
22,526
23,526
8,526
42,526
64,526
194,526
50,526
46,526
789,511
124,531
434,531
55,531
727,532
699,532
797,534
105,533
111,533
98,536
378,536
799,537
767,537
890,538
74,538
79,539
44,539
42,539
555,539
111,544
727,544
563,544
21,544
329,544
699,544
111,546
50,546
60,546
99,546
339,546
33,547
61,547
46,547
11,547
41,547
124,547
839,550
849,550
723,551
74,551
70,551
131,549
142,549
202,549
108,553
117,553
44,556
783,556
123,556
801,561
254,561
366,561
111,562
409,562
50,562
61,562
723,562
67,562
71,562
739,562
111,562
409,562
50,562
61,562
723,562
67,562
71,562
739,562
92,564
622,564
57,552
95,552
97,552
725,552
727,565
120,565
727,565
120,565
727,565
120,565
727,565
120,565
727,565
120,565
727,565
120,565
821,566
111,568
723,569
725,569
739,569
733,569
644,570
660,565
727,565
120,565
753,573
74,573
111,573
99,575
751,575
775,556
123,556
727,565
660,565
200,565
3,565
120,565
727,565
660,565
200,565
3,565
120,565
727,565
660,565
200,565
3,565
120,565
76,579
105,579
78,579
287,578
900,578
723,578
202,578
638,58
638,58
638,58
73,58
111,58
120,58
114,576
563,571
67,584
73,584
723,584
644,570
65,586
48,586
777,588
723,589
76,590
200,590
33,590
79,539
44,539
42,539
60,592
44,592
739,592
446,592
76,593
11,593
52,594
42,594
50,594
76,594
368,594
23,596
737,596
789,511
3,533
2,533
200,533
55,533
76,533
79,533
565,604
69,604
74,604
34,604
98,605
200,438
44,438
46,438
799,438
293,438
898,438
565,438
769,438
372,438
146,438
122,438
634,599
723,599
74,599
793,577
723,577
737,577
70,577
723,609
70,609
111,611
624,611
640,382
656,382
399,382
723,608
202,608
66,608
244,608
397,617
632,617
896,620
434,620
293,620
366,620
452,388
553,388
559,388
561,388
529,388
727,622
331,625
14,625
6,625
61,625
79,625
76,625
55,625
77,625
97,625
743,625
715,627
200,627
55,627
407,627
76,627
640,629
109,633
382,633
80,634
66,634
703,634
22,635
76,635
66,635
737,635
90,635
896,635
751,635
125,635
139,635
491,635
781,631
793,631
529,636
727,622
73,622
73,638
77,638
751,639
132,189
669,189
797,189
658,189
378,189
103,641
448,642
624,642
638,644
646,644
128,644
76,598
61,598
46,598
797,645
20,645
25,645
38,645
331,645
293,645
262,645
769,645
76,646
359,646
795,650
779,650
658,650
372,643
73,643
634,651
807,651
827,652
813,652
262,652
57,652
98,652
442,653
376,654
103,656
3,657
76,657
200,657
202,657
727,657
755,657
97,653
198,427
737,427
743,659
2,659
60,659
64,659
52,659
76,659
44,659
898,659
563,660
399,660
849,660
859,660
767,660
22,663
23,663
21,663
359,663
200,663
11,662
55,662
44,662
76,662
186,662
102,648
723,648
378,648
849,648
845,648
819,666
368,666
781,666
393,666
813,666
763,666
809,666
139,667
807,667
703,667
699,667
194,668
14,668
908,668
80,668
801,670
98,671
74,655
793,655
76,655
640,674
99,677
97,677
735,677
41,677
196,677
111,677
725,680
73,680
6,681
188,681
121,682
55,682
71,683
66,683
658,683
96,684
77,684
450,686
739,687
120,462
202,462
74,559
73,559
76,690
46,690
805,693
60,692
76,692
44,692
55,692
124,692
200,692
112,692
67,154
753,154
755,154
454,688
393,688
809,688
751,688
755,688
795,699
260,699
11,690
23,690
8,690
10,701
66,701
99,701
140,703
262,652
753,652
811,652
452,652
391,707
186,708
440,708
24,708
31,708
10,708
13,708
47,708
65,708
76,696
773,696
339,712
96,713
749,624
293,624
341,624
902,624
260,624
906,624
910,624
827,624
807,624
74,719
707,719
797,10
739,720
737,720
707,720
699,720
202,720
727,720
733,720
747,720
97,720
743,720
131,720
50,723
64,723
52,723
44,723
194,723
745,724
327,725
6,726
33,726
244,258
906,258
797,727
111,391
755,391
74,391
73,391
723,736
67,736
355,736
74,736
73,736
78,736
33,738
2,738
64,738
76,738
70,738
97,738
61,739
60,739
76,739
55,739
200,739
46,739
67,739
741,739
920,739
912,739
886,740
117,740
120,735
801,735
755,735
952,735
105,743
723,746
725,746
198,748
74,748
41,748
918,533
353,533
28,533
184,533
359,533
737,533
7,533
96,744
98,744
101,744
745,744
38,744
797,749
38,751
13,751
717,751
40,751
713,751
739,751
729,751
97,751
66,747
121,487
125,487
124,487
723,487
725,487
444,487
6,487
14,487
111,726
65,519
446,519
83,519
76,519
74,519
293,519
83,758
74,758
351,758
25,761
18,761
192,761
737,761
355,761
849,764
94,764
329,764
626,764
76,764
74,764
55,764
42,764
3,764
129,764
111,764
821,768
32,768
11,768
111,769
69,767
446,767
67,767
444,767
82,767
50,767
58,767
64,767
41,767
51,767
63,767
200,767
53,767
56,767
43,767
57,767
192,767
54,767
38,767
34,767
13,767
353,767
18,767
19,767
699,767
111,770
731,771
727,771
741,771
699,771
956,771
111,771
33,427
38,427
920,427
79,427
73,772
723,772
446,772
74,772
65,344
74,344
695,344
111,344
22,775
76,775
44,775
21,775
17,560
106,731
723,780
442,780
695,780
82,780
34,780
76,765
194,765
79,765
42,765
60,765
71,765
355,765
200,765
956,482
958,482
962,482
922,482
80,482
79,763
44,763
61,763
3,763
6,763
23,763
14,763
76,763
739,763
70,763
727,763
952,781
74,781
71,782
896,782
735,782
202,782
105,784
100,784
366,786
136,786
723,790
78,790
21,791
353,791
38,791
12,791
890,791
116,791
132,791
755,792
260,792
73,792
70,792
723,757
18,757
25,757
97,794
827,794
123,794
41,794
723,794
956,777
34,796
355,796
83,796
662,725
839,797
129,797
188,797
723,797
186,798
801,798
80,798
60,798
64,798
194,798
52,798
44,798
55,798
118,798
795,798
745,798
121,487
125,487
124,487
723,487
725,487
444,487
6,487
14,487
200,800
725,800
244,800
906,800
13,800
24,800
719,800
111,801
932,8
912,8
827,805
662,805
44,805
111,632
73,632
811,476
563,476
759,476
391,807
202,822
21,823
79,823
14,823
23,823
186,819
755,819
952,819
918,819
958,819
926,819
934,819
626,819
327,819
99,819
751,819
900,819
34,819
18,819
17,819
723,819
747,825
757,825
62,825
452,825
896,825
96,827
745,827
95,774
76,828
79,828
6,828
200,828
382,830
110,830
131,826
986,826
972,826
992,826
74,583
73,583
66,583
70,583
355,583
821,583
723,583
71,583
329,583
958,821
467,821
123,821
97,821
29,821
366,833
906,832
723,836
77,836
71,836
90,837
98,837
801,837
67,716
918,839
928,839
934,839
797,839
2,839
6,839
23,839
52,839
70,840
658,382
106,382
111,842
640,831
21,831
329,831
723,844
83,844
124,844
101,845
638,845
640,845
200,845
194,845
52,845
76,845
42,845
940,847
934,847
795,847
779,847
11,847
10,847
436,847
743,847
803,847
256,847
264,847
654,847
841,847
141,847
795,849
767,849
662,849
114,852
723,852
727,852
739,852
111,852
92,852
115,852
30,859
5,859
4,859
76,861
741,861
902,861
60,799
76,799
52,799
74,858
65,858
186,858
723,858
407,858
21,850
3,850
2,850
11,850
6,850
22,850
1,850
23,850
14,850
8,850
456,870
958,868
111,868
109,868
110,868
60,868
76,868
55,868
44,868
1034,872
1068,872
115,872
954,876
958,876
79,876
1058,877
1046,877
795,877
3,698
14,698
64,698
11,698
20,698
111,672
1050,106
1026,106
970,106
1064,106
111,879
102,879
60,299
3,299
434,299
58,299
17,299
31,299
1022,427
1024,427
1064,427
954,427
1016,197
1014,383
1024,383
21,383
76,383
801,383
811,383
1010,383
1046,890
1034,890
801,890
972,402
1064,402
797,402
890,402
565,402
751,402
293,402
757,402
767,402
382,402
1024,402
21,892
3,892
2,892
11,892
6,892
22,892
1,892
23,892
14,892
8,892
739,893
741,893
67,893
74,893
444,893
737,893
380,869
76,895
11,895
2,895
60,895
74,896
38,896
188,896
33,900
20,900
3,900
18,900
19,900
80,900
111,900
1068,811
1036,811
100,811
751,811
119,811
819,501
1060,816
1024,816
1036,816
1014,816
601,816
964,816
101,816
96,816
119,816
136,816
131,816
723,904
74,904
93,904
34,904
958,904
896,904
50,904
64,904
194,904
44,904
55,904
920,906
76,906
194,906
626,906
1014,906
1022,906
563,906
1016,907
1050,907
1046,907
1012,907
1030,907
1048,907
589,907
1036,907
1064,907
1054,907
1062,907
1074,907
1078,907
198,907
74,907
119,910
968,910
129,910
119,910
968,910
129,910
1078,909
573,909
1022,909
1076,909
111,909
110,909
46,909
111,911
21,915
3,915
11,915
22,915
14,915
8,915
120,915
1008,156
723,156
74,156
1016,156
1050,156
1022,156
1048,156
968,156
964,156
671,743
1062,743
1048,743
1036,920
1030,920
671,920
1022,920
1050,920
1062,920
1058,920
1060,920
1018,920
1080,464
1022,464
1024,464
1006,464
1014,464
8,923
6,923
22,923
21,923
76,923
3,923
1074,924
587,924
1012,924
1014,924
595,924
1016,924
21,924
60,924
11,924
79,924
76,924
55,924
200,924
23,924
194,924
120,924
40,924
96,924
121,924
1014,927
1026,927
1024,927
1020,927
1068,927
922,927
956,927
1080,927
1034,928
1014,928
671,916
461,916
293,861
337,861
278,861
266,861
589,930
1006,930
587,930
1014,930
569,930
1016,930
589,930
1006,930
587,930
1014,930
569,930
1016,930
886,650
773,650
767,650
803,650
21,126
42,126
50,126
61,126
60,126
11,126
6,126
22,126
79,126
194,126
23,126
55,126
14,126
44,126
8,126
46,126
52,913
50,913
1,913
44,913
1014,913
1014,934
1076,934
50,934
52,934
60,934
76,934
194,934
55,934
44,934
1074,934
102,137
200,137
1016,936
1072,936
1014,936
571,248
1080,248
1068,248
125,248
119,248
1022,248
111,938
1034,938
1026,938
46,939
44,939
42,939
61,939
11,939
64,939
1008,939
341,939
128,943
1030,336
44,336
200,945
44,945
14,945
194,945
11,945
60,945
46,945
819,945
111,536
79,427
76,427
11,427
1076,427
601,427
36,467
1016,467
573,467
1006,467
577,467
589,467
46,467
21,467
1022,894
1024,894
1036,894
1020,894
1080,894
1026,894
111,914
640,914
73,914
1014,951
1026,951
1030,951
1068,951
1076,951
1064,951
64,951
654,951
658,951
83,126
71,126
444,126
723,126
78,126
202,126
727,126
357,126
405,126
739,126
741,126
725,126
70,126
735,126
624,126
90,126
55,922
194,922
60,922
1014,922
1074,922
80,922
1024,952
1026,952
1022,952
1012,952
95,952
1022,764
1026,764
1024,764
1020,764
573,764
1006,764
1062,764
954,764
958,764
1050,954
1046,954
1048,954
1062,954
1054,954
1016,954
1014,954
573,954
1006,954
723,954
1020,959
1014,959
640,960
817,960
124,960
366,960
389,960
65,960
727,960
331,960
21,960
13,960
138,960
61,427
79,427
1024,427
111,250
102,972
1016,962
1072,962
1014,962
585,962
1022,962
1026,962
1024,962
1050,962
1054,962
918,962
1030,974
589,974
1072,974
1078,974
1034,974
101,975
293,975
1042,975
34,975
61,977
76,977
8,977
200,977
380,981
567,981
327,969
331,969
6,969
14,969
793,984
55,984
46,984
733,984
1036,675
11,956
1,956
3,956
44,956
77,956
119,950
117,950
890,950
116,950
565,950
793,984
46,984
55,984
14,984
21,984
644,989
1042,989
117,921
76,921
60,921
79,921
1016,921
1078,921
789,993
811,993
42,958
60,958
61,958
52,958
194,958
44,958
450,958
94,958
759,958
266,958
1068,620
954,620
122,620
372,620
262,620
200,992
904,992
1034,992
1014,751
1016,751
42,902
52,902
194,902
44,902
55,902
200,902
50,902
64,902
21,998
50,998
60,998
46,998
55,998
739,998
94,998
80,999
727,999
74,999
262,999
1014,1000
595,1000
593,1000
1076,1000
1078,1000
888,1002
573,1002
401,1002
705,1002
357,1002
805,1002
32,1002
701,1002
117,1002
138,1002
105,975
21,975
11,975
438,975
80,1003
74,1003
73,1003
1014,1003
1016,1003
96,1004
98,1004
743,1004
626,1004
42,1005
52,1005
260,1006
640,10
399,1008
892,1008
751,1008
849,1008
851,1008
972,1008
942,1008
579,871
102,871
370,871
723,1015
735,1015
46,1015
1014,1017
1074,1017
202,1017
99,1017
95,1017
797,1018
896,1018
60,1018
52,1018
1014,1017
1074,1017
202,1017
95,1017
99,1017
393,438
378,438
366,438
376,438
1062,438
1062,1020
186,1022
1020,1022
1014,1022
80,1022
595,1022
111,987
1074,987
1030,974
1034,974
671,974
329,1027
626,1027
450,1027
327,1027
624,1027
331,1027
797,1027
803,1027
654,1027
811,1027
102,1027
293,1019
1080,1019
19,1019
1006,1019
1030,860
587,860
1024,427
11,427
97,427
1064,1028
952,1028
956,1028
958,1028
67,1028
73,1028
21,1028
18,1028
10,1028
16,1028
111,1028
1072,1028
42,1028
920,1028
21,1030
11,1030
6,1030
8,1030
293,1030
751,1030
904,1030
575,1032
585,1032
587,1032
1074,1032
93,1032
327,1032
652,1032
892,1032
116,1032
565,1033
781,1033
658,1033
585,1035
1072,1035
1016,1035
1082,1035
575,1035
1074,1035
587,1035
577,1035
111,1036
112,1036
54,1037
47,1037
52,1037
20,1037
28,1037
252,1037
337,1037
725,1039
378,1039
658,1039
699,1039
1034,1040
1024,1040
1036,1040
589,1040
355,1040
92,1034
622,1034
624,1034
65,1034
202,1034
735,1034
42,1034
64,1034
41,1034
44,1034
370,1034
391,1034
61,172
52,172
200,172
194,172
44,172
46,172
91,172
94,172
1026,565
1024,565
1036,565
1026,565
1024,565
1036,565
1016,1042
585,1042
587,1042
859,1042
111,921
1014,921
376,1044
767,1044
258,1044
434,1044
797,1044
389,1044
121,1044
55,1044
1078,1045
1022,1045
952,366
97,366
202,366
14,366
719,366
956,366
886,366
890,366
442,1047
353,1047
186,1047
17,1047
699,1047
49,1047
56,1047
355,1047
73,1047
638,1047
111,1047
1042,1047
671,1047
1036,1047
1034,1047
601,1047
958,1048
1050,1049
1036,1049
99,1049
795,1049
787,1050
630,143
632,143
111,143
101,143
642,143
1016,1056
571,1056
1080,1056
1078,1056
1072,1056
1014,1056
579,1056
1010,1056
1026,1056
1006,1056
111,1056
801,1056
5,1056
80,1056
73,1056
624,1056
118,1056
266,1056
587,1053
46,1053
57,1053
14,1053
77,1053
111,1057
1062,1058
55,1060
389,1060
200,1060
845,1060
1022,1061
595,1061
579,1061
755,1061
751,1061
1014,333
563,333
781,333
1072,1069
79,1069
587,1069
55,1069
52,1070
44,1070
888,1070
327,1070
1042,1071
671,1071
21,1043
11,1043
6,1043
79,1043
14,1043
8,1043
1072,1043
585,1043
55,1043
52,1043
46,1043
22,1043
1,1043
96,1012
97,1012
117,1012
3,1012
1014,1072
1022,1072
74,1072
96,1045
80,1045
74,1045
1076,1076
1020,1076
67,1076
73,1076
79,1074
1014,1074
11,1074
21,1074
61,1074
1018,1078
723,1078
912,698
21,698
1012,698
1074,698
577,698
1010,698
61,1079
50,1079
52,1079
194,1079
44,1079
115,1080
890,1080
886,1080
434,1080
121,1080
293,1080
749,1080
452,1080
900,1080
753,1080
910,1080
898,1080
6,1080
351,1080
601,1073
587,1073
1072,1073
1016,1073
1074,1073
1046,1073
393,1073
44,1081
757,1081
751,1081
452,1081
753,1081
46,1081
355,1081
1014,1086
1022,1086
42,1084
815,1087
595,1073
601,1073
71,1090
74,1090
922,1090
374,1093
757,1093
777,1093
3,1093
60,1093
803,1094
805,1094
399,1094
1064,1095
956,1095
1016,808
1080,808
1076,808
1082,808
585,808
1032,808
370,14
376,14
658,14
771,14
765,14
1008,14
391,14
1074,14
585,14
46,14
1072,1101
1076,1101
1074,1101
46,1101
45,1101
21,203
60,203
11,203
6,203
1076,203
22,203
52,203
200,203
1020,203
8,203
777,203
372,203
376,203
368,203
121,203
411,203
409,203
376,1103
773,1103
723,1103
444,1103
60,1103
795,1103
1008,1103
1020,1103
630,1103
1016,1089
1076,1089
1006,1089
573,1089
14,1104
98,1104
1060,533
1042,533
1062,533
1020,642
1080,642
573,642
1018,642
595,642
79,642
1072,642
1082,642
575,642
1010,642
1022,642
1024,642
1006,642
1032,518
127,518
1012,698
1080,698
587,698
1024,698
1072,698
1082,698
45,426
4,426
62,426
4,1047
256,1047
815,1047
355,1047
11,1107
797,1108
801,1108
795,1108
380,1108
378,1108
252,1108
755,1108
293,1108
908,1108
954,1108
630,1108
671,808
1030,808
1036,808
46,808
622,808
745,808
749,808
450,808
90,808
930,808
121,808
1008,1111
1016,1111
21,1111
3,1111
1082,1111
1012,1111
6,1111
573,1111
579,1111
22,1111
1006,1111
14,1111
109,1112
105,1112
797,1112
11,1112
6,1112
17,1112
725,1112
952,1112
896,1112
906,1112
1008,294
1012,294
1010,294
577,294
1014,294
1018,1115
46,1115
1096,1115
990,1115
1042,953
1030,953
1032,953
1032,953
1062,1121
1058,1121
136,1121
841,1121
129,877
127,877
102,994
102,1122
103,1122
19,1122
44,1122
391,1122
125,1122
656,1122
119,1122
888,1122
807,1122
256,1122
57,1122
761,1122
368,1122
194,1123
46,1123
789,1034
370,1034
785,1034
575,1111
579,1111
1010,1111
577,1111
28,1111
11,1111
384,1111
914,1111
1,1111
23,1111
1016,244
1082,244
1020,244
589,244
1006,244
587,244
1022,244
1082,1131
11,1131
573,1131
128,1132
119,343
32,343
200,343
966,343
723,343
57,343
111,126
817,126
105,126
11,427
930,427
737,427
105,953
1088,953
200,953
461,1091
952,1091
1096,1141
123,1141
125,1141
124,1141
28,1143
200,1143
74,1143
723,1143
266,1143
1136,764
908,764
669,764
132,764
646,764
1244,1144
80,1144
69,1144
200,1144
62,1144
34,1144
74,1144
67,1144
355,1144
805,1109
819,1109
1088,953
105,953
200,953
80,771
4,771
109,771
1096,771
194,771
260,771
1112,1058
21,1145
3,1145
194,1145
14,1145
198,1145
44,1145
106,1127
942,1149
3,1150
6,1150
22,1150
23,1150
14,1150
380,1150
200,1150
448,1150
721,1150
101,816
355,816
723,816
96,816
117,816
795,1155
763,1155
124,1155
395,1155
773,1155
3,1146
958,1146
409,1158
395,1163
793,1164
117,1164
759,1164
123,1164
83,1169
355,1169
327,1170
1108,1170
12,1170
801,1170
17,1170
703,1174
705,1174
357,1174
1102,1174
19,1174
1084,1174
47,1174
73,1174
741,1174
1108,1174
928,1174
811,1175
1114,1175
976,1175
135,1175
182,1175
817,1181
962,1181
938,1183
803,1183
914,1183
751,1183
626,1183
789,1186
767,1186
74,1188
73,1188
18,1188
745,1188
624,1188
355,1188
940,1188
331,1188
70,1191
956,1191
825,131
93,131
386,131
699,131
747,131
96,131
713,131
954,1196
83,1196
202,1196
725,1196
70,1196
567,37
968,37
962,37
964,37
781,431
565,431
632,431
658,431
644,431
45,1197
407,1197
106,1197
1222,20
940,20
111,1198
111,1195
121,1195
996,1195
811,1195
397,1195
644,1200
370,1200
366,1200
374,1200
658,1200
120,1200
123,1200
467,1200
811,1200
751,1200
337,1200
934,1200
1144,1200
122,1200
898,1200
374,1093
370,1093
65,1093
68,1093
793,1093
44,1192
765,1192
755,1192
68,953
65,953
67,953
69,953
83,953
405,953
200,953
741,953
735,953
77,953
83,375
737,375
127,816
118,816
1222,816
777,816
83,427
741,427
737,427
1166,427
1172,427
644,1091
94,1212
65,1212
771,1163
42,203
198,203
41,203
48,203
51,203
63,203
53,203
190,203
56,203
47,203
192,203
54,203
405,1218
723,1218
57,1218
450,1219
111,1220
1222,816
777,816
63,1195
67,1195
65,1195
48,1195
121,1195
111,1223
1244,1174
1242,1174
918,1174
620,1174
703,1174
1088,1174
1102,1174
45,1174
1238,1174
773,1226
715,1226
196,1226
1168,1226
1266,1226
120,1195
801,1195
1222,1228
120,1228
775,1229
1284,1229
1154,1229
1262,1229
942,1228
632,1228
378,1228
124,1228
565,1228
198,1228
767,1227
628,1227
94,1231
444,1231
1314,1231
553,1238
545,1238
529,1238
112,1242
19,341
37,341
35,341
31,341
24,341
620,341
721,642
715,642
42,642
717,642
713,642
920,642
444,642
202,642
737,642
372,642
940,1223
1320,1174
1238,1174
1248,1174
1242,1174
1154,1174
918,1174
36,1174
37,1174
35,1174
930,1174
1102,1174
98,1174
1160,1174
1212,1248
1212,1248
1212,1248
1212,1248
1212,1248
372,1251
1224,1252
1224,1255
811,1255
1114,1256
1188,1256
446,1031
19,1031
956,831
1250,831
1130,831
988,1261
646,1261
853,1261
136,1261
1132,1263
638,1264
888,1265
116,1265
115,1265
1086,1265
1148,1265
260,1265
280,1265
902,1265
934,1265
293,1265
1328,831
252,831
753,831
262,831
293,831
1262,831
658,831
656,831
120,831
93,831
1236,831
831,831
92,831
699,1179
56,1179
954,1179
958,1179
966,1179
974,1179
984,1179
817,1179
924,1179
567,1179
111,1272
444,1272
92,1272
843,1272
1130,1275
397,1275
922,1275
202,1275
1432,1275
389,1275
761,1273
1214,1273
759,1273
1290,1273
753,1273
906,1273
1150,1273
1154,1273
186,1273
918,1273
7,1273
705,1273
1416,1273
914,1273
1244,1273
1248,1273
1320,1273
1242,1273
745,1273
1214,1273
759,1273
761,1273
1290,1273
1324,1273
753,1273
1150,1273
1154,1273
186,1273
918,1273
914,1273
7,1273
705,1273
1416,1273
1244,1273
1248,1273
1320,1273
1242,1273
745,1273
1214,1273
759,1273
761,1273
1290,1273
1324,1273
753,1273
1150,1273
1154,1273
186,1273
918,1273
914,1273
7,1273
705,1273
1416,1273
1244,1273
1248,1273
1320,1273
1242,1273
745,1273
1214,1273
759,1273
761,1273
1290,1273
1324,1273
753,1273
1150,1273
1154,1273
186,1273
918,1273
914,1273
7,1273
705,1273
1416,1273
1244,1273
1248,1273
1320,1273
1242,1273
745,1273
1214,1273
761,1273
759,1273
1290,1273
1324,1273
753,1273
1150,1273
1154,1273
186,1273
918,1273
7,1273
914,1273
1242,1273
1244,1273
1248,1273
1320,1273
745,1273
442,1273
24,1273
1214,1273
761,1273
759,1273
1290,1273
1324,1273
753,1273
1150,1273
1154,1273
186,1273
918,1273
7,1273
914,1273
1242,1273
1244,1273
1248,1273
1320,1273
745,1273
442,1273
24,1273
1214,1273
761,1273
759,1273
1290,1273
1150,1273
1324,1273
753,1273
1214,1273
761,1273
759,1273
1290,1273
1150,1273
1324,1273
753,1273
821,1273
101,1273
819,1273
821,1273
101,1273
819,1273
1154,1280
1154,1280
1154,1280
1214,1273
759,1273
761,1273
1290,1273
753,1273
1324,1273
1150,1273
1154,1273
186,1273
918,1273
914,1273
7,1273
442,1273
24,1273
1244,1273
1248,1273
1242,1273
1320,1273
745,1273
380,1179
654,1179
658,1179
1124,1179
1120,1179
563,1179
656,1179
97,1179
1242,1179
1244,1179
1254,1179
198,1282
56,1282
1320,1282
1226,1282
807,1282
117,1282
1318,814
1262,814
1264,814
370,814
956,814
1318,814
1262,814
1264,814
370,814
956,814
839,1279
58,1279
198,1279
717,1279
920,1279
69,1279
719,1279
63,1279
849,1279
47,1279
1244,1279
444,1286
924,1286
632,1286
751,1286
69,1286
444,1267
92,1267
198,1267
713,1267
49,1267
918,1267
755,1267
1130,1276
898,1287
1216,1287
103,1287
1216,1289
123,1289
378,1275
563,1275
118,1275
781,1275
563,427
737,427
92,427
92,698
95,698
58,698
841,698
49,698
196,698
94,698
632,698
95,1291
198,1291
397,1291
849,1291
622,1291
192,1291
737,1291
444,1291
960,1291
99,831
819,831
111,831
781,831
119,831
115,831
892,831
634,1416
136,1290
964,1420
968,1420
960,1420
1172,1422
1168,1422
745,1422
1320,1422
440,1421
198,1421
1222,1427
1226,1427
769,1427
397,1427
69,1431
956,1431
56,1085
920,1085
709,1085
1110,1085
69,1085
1358,1085
103,1433
759,1433
761,1433
389,1433
1220,1433
198,1436
19,1436
912,1436
13,1436
831,1437
835,1437
841,1437
1442,1437
845,1437
833,1437
1466,1437
669,1437
128,1437
1468,1437
129,1437
136,1437
1468,1179
129,1179
